id,promedio_votos,total_votos
97942,5.0,1
113737,6.0,1
140849,4.4,5
73832,6.5,4
55603,5.8,6
138990,0.0,0
215453,5.0,1
74604,4.0,2
118443,0.0,0
16356,4.4,10
42519,5.6,10
128229,5.0,1
154073,7.3,5
97910,0.0,0
186201,7.0,1
68976,4.6,5
87588,5.2,3
118154,4.3,5
87881,5.0,2
80090,4.1,4
43092,5.2,3
80633,4.3,3
31253,2.2,9
27832,3.8,6
27840,3.0,3
262609,3.0,2
77632,4.0,3
84718,5.9,4
123075,6.7,3
147876,3.0,3
13699,4.0,1
137491,7.6,5
29817,6.3,4
43603,5.0,1
194880,4.0,1
66968,0.0,0
149043,7.0,2
289390,4.6,8
118446,5.0,1
75562,6.7,18
244956,4.3,2
284276,6.2,371
237808,6.0,1
144229,8.0,2
166221,6.0,3
44014,3.4,4
223497,0.0,0
10639,6.0,1
169832,4.5,2
190091,6.3,3
158114,6.0,1
64984,7.1,5
220514,4.8,4
82257,0.0,0
123620,9.0,1
53571,2.5,2
43131,0.0,0
127040,4.0,2
51572,7.3,2
78354,7.0,1
128048,5.2,5
36109,3.8,1
74529,6.0,1
4930,6.0,1
43151,6.0,1
229757,0.0,0
250332,0.0,0
64994,5.2,5
35109,6.9,8
59527,0.0,0
119840,5.0,1
60139,3.9,5
42182,3.4,12
83957,6.9,9
69495,4.4,4
40824,6.1,5
80320,4.6,4
227402,5.6,4
258673,3.8,3
63591,0.0,0
29799,3.8,3
257578,4.0,3
196862,5.0,2
65213,4.4,4
65211,3.5,3
23853,0.0,0
27544,6.3,6
129009,4.0,1
147810,6.3,3
242458,7.4,18
112141,0.0,0
39337,6.8,6
48407,6.6,4
69803,3.5,1
129415,6.3,6
13621,6.0,3
134415,3.7,8
42250,4.2,10
43880,0.0,0
41018,4.9,7
6976,7.1,10
6610,5.6,7
53441,6.6,6
238811,6.6,17
24978,5.9,6
55989,4.7,3
38134,4.2,7
108812,5.8,4
44049,6.8,17
43310,3.8,8
26838,6.0,6
99345,5.5,2
84109,6.7,9
114251,7.2,3
42800,6.5,5
90460,6.2,3
65546,6.2,5
90461,0.0,0
90465,0.0,0
218098,0.0,0
37484,6.6,4
43454,6.5,2
62347,4.3,2
252682,0.0,0
93335,5.0,1
44536,5.5,2
36491,8.3,2
18373,8.3,3
180836,7.2,5
63045,4.3,4
48132,6.1,11
90720,6.2,8
79842,4.9,19
19335,5.2,6
27635,6.8,6
43392,6.8,4
38465,4.4,6
46145,1.5,2
56669,5.5,7
74860,5.9,23
15909,5.6,7
72460,6.1,8
41366,3.8,2
34768,6.7,6
28661,3.8,5
106017,4.0,2
79645,6.9,7
36514,5.8,2
42354,3.8,5
61473,5.4,7
42267,6.0,7
61052,6.3,3
164372,5.1,47
70878,3.8,13
40624,5.2,5
43696,4.3,3
91198,6.1,7
15587,4.5,97
30817,4.3,4
39961,6.0,29
34862,2.6,4
77794,8.0,4
17128,6.5,11
29192,5.3,3
149793,7.0,1
165300,5.0,4
107874,5.5,1
260409,0.0,0
46421,6.8,6
73941,5.4,4
34752,4.5,4
67220,6.7,3
33988,2.3,6
139922,0.0,0
147843,7.0,2
141063,1.8,4
85439,5.4,10
95724,6.0,1
41468,6.0,5
76286,6.4,6
40642,4.8,3
8372,6.7,3
112234,7.0,1
118760,0.0,0
242097,8.2,6
66485,0.0,0
47646,6.8,2
55180,6.0,3
220933,6.8,6
114872,0.0,0
199151,5.0,3
127445,5.0,2
78537,6.8,3
74527,7.0,1
95004,5.0,1
87847,3.0,2
82309,5.6,5
105536,3.9,4
124073,6.0,6
180635,0.0,1
25807,5.4,5
57665,6.2,11
86324,7.5,4
50329,5.8,3
147722,7.7,3
55767,5.7,9
137859,6.4,5
91548,5.0,5
122894,2.4,5
41559,4.3,4
42047,6.4,8
30126,5.8,8
268321,6.9,26
143277,6.5,2
43458,6.6,4
103433,1.7,5
123770,5.4,5
43205,7.0,4
37779,4.8,21
5002,6.7,5
115373,5.0,2
61016,5.5,4
45099,7.0,28
93061,7.0,1
194736,3.0,2
31340,6.4,10
46158,5.2,7
74215,6.2,11
120854,2.6,7
129798,4.0,6
61263,6.9,9
123295,7.4,5
70190,2.3,3
38782,7.0,11
61682,6.6,8
60703,5.5,1
99767,4.5,4
145259,7.6,4
84097,2.5,2
94192,5.0,5
99567,5.8,5
96089,4.8,4
50650,7.6,4
59402,5.0,6
95578,6.0,1
85615,0.0,0
74550,6.5,1
145194,1.5,2
128779,8.6,5
91715,5.0,1
82418,7.1,4
118444,6.0,2
178341,6.0,2
114570,6.0,2
167198,2.4,6
173488,6.1,4
106446,6.5,4
90291,4.3,8
208434,6.0,2
160254,7.3,2
65482,5.8,4
205463,5.6,5
103119,4.4,7
73179,3.2,3
200654,6.0,1
144475,7.3,2
293880,5.2,9
86087,4.3,3
112460,4.0,1
81646,7.5,2
87123,7.0,2
79730,5.8,3
39433,5.1,9
72100,4.0,2
40874,6.7,5
38381,6.9,5
118716,5.4,5
95820,4.9,4
62033,7.0,3
151250,5.3,4
38165,4.1,4
211930,8.0,1
97327,3.0,2
128854,5.0,3
95348,6.0,2
73595,5.0,4
38964,3.5,3
72946,6.4,5
63612,5.0,1
98398,5.4,5
90807,5.0,1
102256,5.3,2
87820,6.1,6
129553,5.2,3
149955,7.0,2
94510,6.0,1
104214,5.0,1
245589,3.0,14
198214,4.5,1
56151,0.0,0
157343,5.3,4
68716,3.4,10
217925,6.0,1
46434,5.0,2
96702,5.0,4
73614,3.0,8
175681,0.0,0
45774,6.2,5
217719,5.5,4
85695,4.6,4
43045,6.3,7
61434,5.8,2
91477,6.0,1
149468,7.0,1
50042,5.4,7
200863,0.0,0
98223,0.0,0
108256,6.0,3
279828,6.6,41
72585,6.4,4
26121,5.2,10
199556,4.4,19
284536,5.7,550
249170,7.0,35
85236,5.8,7
261823,4.3,5
297556,6.5,222
179267,4.9,14
118640,5.9,7
61095,6.2,9
72471,0.0,0
66967,6.0,1
51548,6.2,7
62670,5.5,7
207475,4.2,56
232462,3.7,3
115111,6.0,3
111307,6.5,2
95019,6.1,7
59178,7.0,8
149150,5.4,5
51800,0.0,0
105551,5.0,1
60949,5.8,6
91796,8.5,2
92371,4.1,4
74457,4.7,6
247447,10.0,1
76483,6.0,2
111910,6.0,2
38427,5.4,6
145691,3.8,4
143146,6.1,6
140509,6.7,5
149465,6.5,2
212455,4.1,11
169541,5.5,2
82970,3.5,5
78265,5.4,5
52864,7.3,3
61950,4.7,5
141319,5.5,2
111477,0.0,0
26497,6.0,13
59075,7.6,7
46651,6.3,6
21409,7.0,3
51227,4.6,4
142254,0.0,0
110671,7.0,2
95359,5.0,1
47256,6.9,4
102295,5.5,6
184129,4.8,7
44998,6.0,1
87909,7.1,7
58526,6.8,8
61151,5.5,1
19525,6.4,5
200862,0.0,0
43793,6.3,3
178337,6.0,1
51832,6.8,8
44789,3.1,4
79308,0.0,0
77716,4.3,5
95012,3.0,3
29113,5.6,8
61852,6.5,13
94831,6.5,1
43016,5.5,1
86709,3.0,4
102526,5.5,1
238206,8.0,1
161967,4.0,1
289318,5.0,1
229526,3.6,5
10151,0.0,0
178103,6.4,4
95137,5.0,2
200574,6.0,2
94092,7.0,3
104259,5.5,7
63691,4.8,3
6163,5.1,4
38395,6.4,5
154093,3.8,3
39220,5.5,4
72901,6.0,3
58936,5.1,8
149467,7.0,1
40252,3.8,4
16926,2.8,6
13017,6.1,4
251783,4.5,21
187263,4.8,5
207636,0.0,0
35692,6.4,6
6984,5.2,6
60977,6.3,5
123354,6.7,3
84211,6.0,2
29116,5.6,10
43395,4.3,3
38469,6.3,4
104711,6.6,15
84337,4.8,4
121667,6.2,3
131045,7.8,4
28490,7.0,6
72160,5.5,3
105059,6.3,3
26714,6.1,5
113219,5.4,8
52857,7.1,4
74877,3.9,7
147371,7.9,4
73120,4.3,2
203264,4.2,5
108181,4.6,10
27978,5.0,5
42752,3.1,5
17129,6.3,10
47312,6.1,8
180891,5.8,21
152130,4.4,8
91737,7.5,4
62188,6.5,1
50926,7.6,5
98549,3.9,8
39042,6.3,2
126031,3.0,2
46190,5.9,4
33843,4.3,4
112885,3.5,5
52323,5.8,4
75799,5.9,4
37053,6.1,6
174340,7.0,20
37294,6.3,7
68191,8.5,2
37408,6.0,2
36631,7.6,5
43625,6.5,4
15898,5.4,8
188357,1.9,4
55762,7.2,5
82181,4.5,1
33002,5.0,3
138699,10.0,2
24084,6.2,5
40468,4.3,3
44974,4.3,3
75033,5.2,5
2199,3.4,8
122083,5.0,31
34945,5.5,3
70422,5.0,11
5601,6.4,5
104729,7.0,2
77118,7.0,1
70916,6.4,9
56412,3.2,3
38556,5.0,2
11719,6.1,7
63706,2.9,12
85768,6.3,6
31362,6.0,4
31919,5.2,8
214181,4.4,4
71357,6.0,3
44697,5.7,10
44989,5.0,1
208495,5.1,5
92635,4.8,11
71511,3.9,7
46869,5.7,6
75012,5.1,7
37123,7.1,8
24002,6.2,3
23200,3.8,4
84727,7.0,1
56596,5.8,2
173299,4.5,2
83802,3.7,5
46193,0.0,0
121230,2.8,4
67375,5.7,5
72984,6.8,9
18571,5.6,7
52355,4.0,3
113175,4.0,2
93263,3.4,4
26888,6.0,4
49733,7.5,3
43365,7.0,1
42754,4.3,4
67328,4.0,5
77845,0.0,0
68744,5.0,1
39166,6.1,4
78028,5.8,2
139367,3.2,5
46562,3.8,7
99377,5.3,3
28284,6.0,3
36634,3.9,5
44023,6.8,7
188507,4.6,12
67521,5.4,4
27966,6.4,5
71200,4.9,6
147618,5.0,1
42128,6.0,1
84508,6.8,12
102195,5.6,7
80200,4.7,6
61855,2.0,3
82243,4.5,2
108716,4.6,6
94881,0.0,2
50117,5.8,4
47638,6.3,8
47437,5.9,13
83579,6.8,10
61613,3.8,8
38472,6.9,6
37306,4.3,2
103938,2.0,2
78504,3.8,9
45599,7.0,4
24683,4.0,7
60965,3.8,5
120522,5.4,4
23525,6.7,5
105406,6.5,6
72455,5.1,11
46580,5.5,2
56860,3.7,9
14053,4.2,7
81724,6.9,10
175065,7.0,1
127614,7.2,6
167956,7.6,15
253266,7.1,17
233487,3.3,13
180644,7.1,14
302828,6.5,59
281298,6.9,30
61237,5.9,11
38346,5.5,2
54288,7.3,9
33272,3.3,2
92798,8.0,3
166085,4.0,1
290802,7.8,22
171019,4.9,4
215924,5.7,17
279979,10.0,1
171908,0.0,0
92796,6.1,7
45577,5.6,8
140032,5.0,1
58655,5.8,7
85637,7.0,3
299104,8.7,3
218233,8.0,4
168300,6.7,3
168994,7.5,4
130241,8.0,3
112244,6.5,2
219233,5.0,1
105470,8.0,2
168295,0.0,0
49308,5.2,5
159000,6.3,3
309049,5.3,23
318359,0.0,0
266880,6.4,4
155605,5.0,1
91929,6.6,8
142724,6.4,6
161880,0.0,0
64528,6.3,8
204800,8.0,1
29416,2.2,11
260848,0.0,0
141262,0.0,0
244580,5.0,20
242675,9.3,3
43721,0.0,0
286875,6.0,49
45441,7.0,7
105133,7.5,2
95853,6.7,11
22901,6.8,5
21988,5.4,9
89056,0.0,0
86472,4.0,3
188180,5.3,3
256196,5.5,13
261830,8.1,10
221148,6.0,1
42779,7.3,3
149690,7.0,1
82178,4.0,1
55321,0.0,1
114626,5.8,8
166883,8.0,3
82185,3.0,2
130881,0.0,0
48798,4.8,11
104638,4.7,6
135696,5.4,5
59722,3.8,84
131932,2.0,1
48635,5.5,13
194407,6.0,1
75770,5.6,4
148617,0.0,1
72400,5.3,3
36879,4.1,15
177902,0.0,0
39991,6.0,20
130882,5.8,2
53931,6.0,1
51780,4.9,5
283536,5.6,16
252637,0.0,0
131503,7.3,4
203321,6.1,37
210860,5.4,1078
216015,5.2,3350
305932,6.2,187
142208,8.0,3
196255,6.3,4
48522,8.1,9
53215,6.5,41
281615,0.0,0
48730,6.8,4
72205,5.3,5
46240,7.0,3
90781,7.5,8
56275,6.0,4
215657,6.0,3
190946,5.0,5
171292,4.0,1
54505,5.9,5
188392,7.0,2
67866,4.5,4
24251,6.9,8
261144,0.0,0
195617,8.0,2
76162,8.0,1
209209,4.6,5
37556,5.8,4
205818,8.0,1
15718,7.1,9
23998,5.9,10
27850,6.3,97
34205,6.3,62
34560,5.9,67
59354,4.6,4
105168,6.0,8
44666,0.0,0
67699,6.4,10
48841,4.8,1
2186,6.3,15
154622,8.0,6
43658,0.0,0
52458,4.8,3
234377,5.3,3
44342,7.0,14
52207,6.6,6
123283,6.5,1
197592,4.5,1
238090,0.0,0
81294,6.8,7
53214,7.4,28
84805,6.0,1
140149,6.1,7
84617,7.4,11
157723,7.3,4
13535,7.7,23
57622,6.3,8
129363,6.0,3
261274,4.8,4
71145,6.8,3
80142,7.0,3
161885,6.7,3
187993,6.0,1
44874,6.4,70
192367,6.0,1
52035,6.5,4
162864,5.8,13
109477,6.6,10
73714,7.6,14
61080,7.0,13
110760,5.4,7
205651,0.0,0
91138,0.0,0
21714,6.3,4
59358,6.3,3
221234,9.0,2
67460,7.8,4
48273,6.6,5
83746,7.4,8
141754,5.6,5
38580,7.3,33
77022,6.6,9
137014,7.0,7
167938,0.0,0
168202,7.5,2
241170,6.0,1
27618,6.6,36
60233,7.2,7
48874,5.3,14
36129,7.4,44
53178,7.0,2
53543,10.0,1
104062,7.6,7
93904,6.0,7
36003,8.0,2
190352,0.0,0
69168,5.0,1
58587,6.7,7
29286,6.4,5
16048,2.5,42
52216,5.8,4
52304,5.5,1
56499,6.0,1
253686,4.8,23
78278,0.0,0
64850,7.5,3
20921,5.8,14
45221,6.0,6
72174,4.0,30
74192,5.8,9
159704,6.0,33
201561,0.0,0
130677,4.3,5
72917,6.3,2
76198,5.2,13
37688,0.0,0
71623,4.6,6
266723,5.4,4
13734,6.1,24
269714,6.3,26
76642,0.0,0
20220,4.9,7
31985,1.4,4
64357,6.7,10
77280,6.5,2
271327,6.5,2
79051,8.0,2
157787,4.9,6
55638,3.2,9
226363,5.3,9
253851,4.0,1
44349,3.1,4
201859,0.0,0
33489,6.3,5
54052,3.7,3
63180,2.5,4
105114,7.0,5
260884,0.0,0
60009,3.6,4
76155,2.0,1
67443,7.1,6
269070,0.0,0
192588,7.0,1
82237,0.0,0
145075,5.0,1
83816,7.0,2
131457,6.0,1
26504,6.1,18
56557,3.3,2
74208,8.0,1
206377,6.7,3
132506,5.5,2
92257,7.3,3
64442,7.4,6
180954,10.0,1
61523,4.0,4
52437,0.0,0
222870,4.0,3
83288,7.3,3
160194,4.0,2
119353,2.5,2
310589,0.0,0
287504,5.0,1
292396,6.3,3
290555,5.7,82
94563,0.0,0
63348,4.7,15
156277,4.8,6
229559,6.3,22
127770,6.2,7
13924,5.4,60
80012,4.0,2
117963,8.0,1
229194,6.5,15
152113,7.1,22
116554,7.0,2
253287,4.8,38
250066,4.3,160
102534,3.5,2
248231,5.3,11
321130,8.0,1
258049,0.0,0
189197,7.9,318
73922,7.6,8
74695,4.0,6
72809,5.8,4
224293,0.0,0
302429,6.2,105
123235,5.3,67
94820,5.4,7
94904,5.4,23
272693,6.8,1372
128876,5.7,50
281230,6.3,2
297544,2.8,15
56233,5.4,9
239030,5.6,19
280002,4.1,91
93556,5.0,1
193650,7.0,1
277355,5.2,231
89247,5.3,5
285135,3.8,32
63616,6.6,9
121828,7.1,54
46897,7.3,2
269576,6.0,1
73065,5.0,1
35646,5.5,3
133764,5.5,23
32088,5.3,8
276844,6.5,167
136619,6.7,6
21013,5.8,4
32649,3.5,2
44552,5.0,3
12609,6.3,73
27119,5.2,8
286805,1.0,1
36674,3.3,7
77331,4.5,2
30149,5.9,17
27599,5.8,5
27600,5.5,6
35927,5.6,9
30576,5.3,10
135337,6.5,4
92690,6.5,2
28573,0.0,0
29167,6.3,12
267268,4.0,18
83897,5.0,1
214251,8.2,8
266034,6.2,32
160160,6.5,6
72985,7.0,4
211579,7.1,12
97762,6.0,8
211722,7.2,6
128120,6.7,3
214069,7.4,7
54598,5.3,2
285463,6.7,3
60120,8.0,6
253377,6.4,5
139808,6.5,13
25251,6.7,25
204384,6.2,23
40417,6.1,7
74608,6.0,11
63112,6.2,5
97313,5.4,8
96306,5.0,1
200547,5.8,4
217708,6.9,26
9948,5.6,115
293461,0.0,0
12575,0.0,0
41571,7.6,22
317384,7.9,16
81981,7.5,4
80337,7.5,25
85642,7.3,6
8779,8.0,11
163366,5.0,1
39064,6.8,6
28770,6.2,7
137008,5.0,1
118497,7.3,4
162510,7.6,5
250660,7.1,9
41213,6.0,8
129129,7.8,4
190152,5.0,1
217268,6.9,8
85658,0.0,0
122479,5.0,5
290739,4.3,2
128831,8.0,4
248921,4.5,2
49957,0.0,0
163978,0.0,0
25657,7.1,10
96574,7.1,8
257537,0.0,0
56691,0.0,0
74711,6.3,12
47448,5.0,1
102691,6.6,9
205504,5.0,1
282009,0.0,0
206390,0.0,0
133643,5.0,1
116991,6.0,3
239123,8.0,1
87506,10.0,1
217590,7.8,4
257534,5.0,1
26805,5.2,5
62851,6.6,6
29470,5.6,7
30640,5.7,11
26925,6.2,8
120850,4.3,2
173484,7.0,21
4885,7.0,12
199661,6.0,109
43716,6.4,10
83297,6.4,6
151136,0.0,0
166886,7.0,2
144331,0.0,0
198782,5.5,2
1871,6.8,125
1870,6.7,77
1875,6.9,83
50401,6.6,15
60769,0.0,0
92,7.0,3
20875,7.5,36
100246,6.7,27
86823,7.2,5
48419,5.0,2
150124,0.0,0
162592,7.0,1
56440,6.6,8
265929,7.1,6
3485,3.0,6
49183,6.0,2
72715,7.0,1
85711,5.7,9
195834,6.0,3
136742,3.5,2
98560,4.5,2
84442,5.4,9
72478,7.7,113
121749,1.0,2
277688,5.3,43
43754,5.1,18
95010,6.0,2
116437,10.0,2
227719,6.4,953
321594,7.4,58
144183,10.0,1
47868,5.5,11
167073,7.2,1235
295490,5.2,51
309298,4.1,44
249688,7.3,210
309299,6.8,166
291869,6.2,45
309581,5.4,107
310119,4.4,46
310121,6.3,51
310001,6.4,4
309242,5.9,137
309245,6.4,200
309503,5.6,61
232572,5.7,266
245706,6.2,536
253406,6.0,63
288036,6.2,309
315882,8.0,3
319070,6.8,18
319075,7.5,284
319091,7.6,55
319071,6.6,14
318224,7.7,306
224972,8.7,21
319079,7.3,13
318225,7.3,34
319074,5.0,1
319078,8.5,4
318044,7.7,111
312813,7.0,2
275647,0.0,0
227800,5.0,1
194537,7.0,9
116649,0.0,0
115553,7.7,3
283235,6.8,240
125336,8.8,26
251321,5.1,41
283330,5.7,45
266082,6.5,111
308457,6.4,46
217313,7.5,1
308453,5.5,112
308638,4.5,79
250124,6.8,286
308639,7.2,698
307946,5.6,44
308369,7.7,962
308024,6.1,131
308027,6.8,63
294132,5.2,66
308640,6.7,9
308032,6.8,254
308361,5.4,30
306197,5.8,37
193687,5.6,278
52286,5.9,51
56036,7.8,4
161491,6.4,26
254721,7.2,38
42316,6.0,6
226163,0.0,0
223202,6.0,22
103758,6.7,47
57342,5.5,8
3168,7.5,2
128508,7.3,6
252063,6.5,2
188765,6.8,32
68864,6.0,1
190876,6.4,10
309875,7.0,4
318007,6.2,3
256108,5.7,11
3480,7.7,32
5063,5.3,5
3423,6.9,21
82046,6.8,2
54880,6.8,16
288708,6.0,16
223519,0.0,0
124857,5.0,1
80346,2.6,7
44489,5.0,1
202171,4.0,3
124524,6.5,2
71134,6.2,3
144910,7.0,1
37978,5.9,4
66787,10.0,1
64123,6.9,10
30492,6.0,1
63154,5.1,7
69335,7.9,25
81694,3.7,15
110390,6.6,107
123867,5.2,7
26722,5.3,30
230266,5.8,46
86391,6.3,29
73108,5.5,81
315855,6.4,29
46342,5.4,27
312526,4.6,85
287581,5.5,2
72784,6.4,500
185341,5.2,269
307663,4.1,245
87339,5.5,3
29112,7.3,5
40744,4.3,4
48156,4.3,4
65257,0.0,0
184143,0.0,1
74684,8.5,2
278468,7.2,117
248576,5.4,13
62037,5.3,3
250761,7.0,32
213684,7.1,12
295069,7.2,5
34630,3.8,3
278677,8.0,5
299796,6.8,3
126376,7.3,4
88599,7.5,4
274990,5.0,1
57438,6.5,2
62352,5.0,4
167810,5.8,228
125305,8.2,5
217477,6.4,5
97046,6.3,4
36067,5.0,1
36120,8.3,3
318053,5.0,2
56405,7.0,37
72480,6.5,6
312152,7.1,18
287524,4.0,42
30131,6.5,2
94744,5.4,4
27873,4.2,5
125063,4.8,2
62432,4.8,5
86598,6.3,3
320316,6.0,142
225184,6.0,1
237171,7.0,1
146563,5.4,6
73984,4.1,9
51261,3.9,25
93939,6.0,13
12796,6.2,3
155459,4.3,2
96243,5.3,5
55032,8.0,2
257605,0.0,0
266030,6.9,13
302376,7.3,20
255913,5.3,68
186629,6.5,1
316269,4.3,38
146783,6.3,3
31293,6.3,6
276518,5.5,2
199198,5.0,1
82858,5.0,1
83782,6.3,2
73697,5.2,3
91901,5.3,6
76821,6.6,5
47718,6.8,5
82817,6.5,2
270899,5.7,22
63432,7.0,2
83122,4.9,5
92316,5.0,2
169800,6.4,20
46439,4.9,10
54325,4.1,8
75224,5.8,5
251994,5.1,32
56482,6.5,23
89720,5.0,1
17895,7.4,17
275468,6.0,1
110123,0.0,0
119193,7.4,48
16925,4.0,11
93103,6.0,10
54928,6.0,2
24051,4.9,31
250624,5.0,1
282042,6.0,1
105891,5.0,1
183910,7.6,9
24707,5.0,5
289278,5.5,4
126757,6.2,43
127668,6.8,9
110555,5.3,4
142798,7.5,2
83429,6.5,8
134733,5.4,5
142808,7.0,1
65102,6.0,1
191096,5.0,1
56511,6.4,11
56516,6.4,8
56512,6.2,8
56515,5.4,6
107876,0.0,0
186585,2.5,2
192544,3.3,3
43094,6.0,1
25164,4.7,22
44191,5.3,14
93116,3.7,3
104413,0.0,0
112525,4.7,3
85841,6.0,1
107625,5.4,5
143747,6.0,2
64650,4.8,3
115353,5.2,5
83140,8.0,1
83136,6.0,4
146079,5.0,1
83124,6.5,4
102959,5.0,1
27866,7.5,41
17485,5.3,3
47911,6.8,17
67952,6.8,4
216553,7.3,5
289333,7.7,35
63026,6.6,11
32322,6.3,3
5519,0.0,0
64725,5.6,7
150704,0.0,0
72508,5.7,13
55328,3.8,6
256347,4.8,44
43645,6.6,85
235093,5.5,34
212836,5.0,2
166089,6.9,7
29275,6.1,5
13351,5.8,15
15926,5.3,9
24476,4.4,63
24477,4.5,34
13955,4.3,26
295887,6.7,6
78080,5.3,20
33924,6.4,6
187462,5.4,21
139459,4.4,5
47208,0.0,0
86637,6.5,1
128073,5.5,10
252735,0.0,0
89292,6.0,1
91767,5.1,16
22211,5.0,14
258550,0.0,0
136074,6.0,1
82937,0.0,0
97618,5.5,2
32033,4.7,17
33541,6.7,7
37813,5.5,21
199219,5.5,2
65131,6.4,4
83132,7.0,1
43513,6.9,8
102533,6.3,2
30577,5.4,7
110227,6.0,1
173962,5.5,4
81887,4.8,5
43800,6.8,3
50953,4.4,7
23614,6.0,18
15420,5.6,14
36907,5.1,7
169343,7.0,2
201765,6.2,54
239650,5.8,8
51245,5.9,10
64423,7.0,3
43486,0.0,0
140383,5.0,1
28190,6.6,14
98969,6.3,2
66966,6.8,10
103613,5.5,4
13770,6.5,2
68198,7.3,7
110553,6.7,3
128062,5.5,2
256779,6.5,2
134463,7.5,7
158933,6.0,1
138394,7.0,2
261814,6.4,6
82649,5.3,11
238792,6.3,3
270045,6.3,6
36769,6.5,8
273248,7.6,4405
63775,5.0,2
251016,6.9,7
133459,5.2,13
226673,6.0,2
90100,5.9,4
106622,0.0,0
106623,0.0,0
196847,0.0,0
90802,0.0,0
69569,0.0,0
52912,7.5,2
95096,7.5,2
128563,0.0,0
90019,4.5,2
106139,7.0,2
128557,4.5,2
256356,2.0,1
209840,7.1,19
104334,6.5,2
6591,7.2,30
150658,10.0,1
183635,4.0,1
260888,0.0,0
264166,7.1,18
272691,6.5,35
273632,5.5,4
126706,5.8,6
244260,5.2,28
260999,0.0,0
136576,0.0,0
81332,6.1,37
99332,8.0,4
130948,3.5,1
265208,5.4,665
293450,0.0,0
256912,6.8,5
116303,6.6,10
8014,7.4,5
186729,6.6,21
286565,6.1,1997
173497,7.8,4
43584,7.4,16
265226,6.6,37
252838,6.5,632
53882,3.3,3
134746,6.5,1
217197,6.5,1
69499,7.5,4
22974,8.5,12
282672,5.9,16
81684,6.4,40
290999,6.3,173
242083,4.9,23
35336,5.0,2
19181,5.2,22
17172,4.7,19
308160,6.6,16
163431,5.6,12
37727,5.3,14
22192,5.3,15
37728,4.7,12
23654,4.9,11
37731,5.6,7
37730,4.5,6
218909,3.0,1
87204,7.0,2
30583,5.8,5
171427,4.5,7
93222,5.0,5
21842,3.6,7
8743,4.5,5
49874,5.1,8
285245,4.8,6
54257,5.1,7
57548,5.1,7
241251,4.1,1034
263105,7.0,36
223922,8.0,1
277416,7.0,1
253849,6.7,57
154326,6.0,1
86835,5.7,198
311291,6.3,259
320003,5.2,41
320001,6.6,16
319999,6.3,12
320004,5.6,21
311301,7.2,19
8906,5.6,11
320007,7.9,388
40243,7.3,22
323431,7.0,5
186976,6.8,36
248710,5.8,3
86201,5.0,1
276839,5.0,187
23014,5.3,9
41816,4.1,7
90358,0.0,0
244562,5.5,34
78691,4.5,4
107357,0.0,0
51854,5.0,1
210691,4.0,1
46971,4.0,11
265228,6.9,152
176545,3.0,7
58028,4.4,7
38074,5.8,14
13397,6.7,33
175503,7.7,3
127853,7.6,41
259358,6.0,3
227383,4.0,1
315049,6.0,1
130805,3.0,2
248933,7.1,113
170677,5.2,3
49789,0.0,0
55567,3.9,6
50416,4.0,3
107028,4.4,5
226968,0.0,0
46806,5.7,14
265497,8.0,1
254772,5.9,32
120122,7.2,8
2141,6.9,31
59191,5.1,15
318040,6.2,11
37058,7.4,53
39902,6.7,6
284568,8.0,1
15468,6.1,6
88309,6.0,3
74822,6.3,5
5602,5.6,5
152635,6.3,5
122229,5.0,2
183962,7.5,1
91571,6.5,1
267654,0.0,0
3004,5.3,4
118150,7.5,1
287391,0.0,0
38421,6.8,6
142979,6.2,3
163333,2.5,2
65718,4.5,4
44541,8.0,1
131507,0.0,0
213831,7.5,11
105403,0.0,0
127092,8.5,2
66178,7.5,13
206296,5.5,145
11925,5.0,4
181454,8.0,3
201085,6.4,1494
254258,4.6,7
300803,4.5,82
30647,5.8,6
21585,7.0,11
100032,6.8,5
47631,4.8,3
17870,7.8,24
18128,7.7,18
322260,0.0,0
147415,0.0,0
26808,5.5,3
122023,7.5,15
303457,6.6,4
295914,0.0,0
31534,7.8,12
265910,7.5,4
26910,7.2,8
32601,7.4,9
31547,8.4,7
249772,5.8,13
299049,8.0,3
12504,6.1,17
74809,5.6,6
60430,6.8,8
39994,0.0,0
81541,5.5,2
214218,6.0,13
195862,8.0,1
105554,3.5,2
294826,0.0,0
37590,7.7,9
117098,6.6,14
85340,6.0,2
216652,8.1,16
259395,8.1,8
152797,6.0,1
55804,7.0,11
291325,0.0,0
13611,5.7,19
46510,7.2,18
95108,0.0,0
7392,4.6,14
86603,0.0,0
326591,0.0,0
11425,5.1,142
158382,5.5,8
218393,5.0,1
91410,5.5,4
52868,3.6,15
134656,5.1,7
42153,5.0,1
42081,6.0,4
83209,7.7,3
70322,3.2,8
15567,6.2,112
24633,5.3,8
84012,7.2,5
243938,5.0,360
78193,4.5,2
78274,7.0,5
21775,5.0,9
19106,6.7,55
18896,5.4,94
269711,7.9,19
26666,5.0,2
27409,6.0,9
268522,3.0,2
189204,5.7,53
170750,6.5,10
13590,6.4,21
13587,7.4,10
88318,4.8,6
277686,5.3,7
288313,6.2,20
326536,2.0,1
315010,7.9,19
98554,9.0,1
149347,0.0,0
104644,8.0,2
28656,5.0,16
81189,6.5,7
86647,4.8,4
68635,5.3,6
86508,6.2,5
175287,5.0,4
90944,6.0,4
99449,5.0,6
50425,4.8,6
